waveform,PD_REF (Extracted),PD_PLENUM_1_1 (Extracted),PD_PLENUM_1_2 (Extracted),PD_PLENUM_1_3 (Extracted),PD_CC_1_1 (Extracted),PD_FUEL_1_1 (Extracted),PMT_1_1 (Extracted),PS_PLENUM_1_1 (Extracted),TC_PLENUM_1_1 (Extracted),TC_PC_1_1 (Extracted),PD_PLENUM_2_1 (Extracted),PD_PLENUM_2_2 (Extracted),PD_PLENUM_2_3 (Extracted),PD_CC_2_1 (Extracted),PD_FUEL_2_1 (Extracted),PMT_2_1 (Extracted),PS_PLENUM_2_1 (Extracted),TC_PLENUM_2_1 (Extracted),TC_PC_2_1 (Extracted),PD_XTALK_1_1 (Extracted),TC_XTALK_1_1 (Extracted)
t0,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000,1/1/1904  00:00:00.000000
delta t,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100

time,PD_REF (Extracted),PD_PLENUM_1_1 (Extracted),PD_PLENUM_1_2 (Extracted),PD_PLENUM_1_3 (Extracted),PD_CC_1_1 (Extracted),PD_FUEL_1_1 (Extracted),PMT_1_1 (Extracted),PS_PLENUM_1_1 (Extracted),TC_PLENUM_1_1 (Extracted),TC_PC_1_1 (Extracted),PD_PLENUM_2_1 (Extracted),PD_PLENUM_2_2 (Extracted),PD_PLENUM_2_3 (Extracted),PD_CC_2_1 (Extracted),PD_FUEL_2_1 (Extracted),PMT_2_1 (Extracted),PS_PLENUM_2_1 (Extracted),TC_PLENUM_2_1 (Extracted),TC_PC_2_1 (Extracted),PD_XTALK_1_1 (Extracted),TC_XTALK_1_1 (Extracted)
1/1/1904  00:00:00.000000,1.867416E-2,-7.408617E-4,-2.224362E-3,-4.085606E-4,-1.331664E-2,-9.087469E-3,8.637609E-3,1.024583E+0,2.188510E+1,3.116958E+1,-5.962859E-1,1.517654E-2,-5.227225E-2,-1.870326E-1,-2.674179E-3,5.600914E-1,1.060057E+0,1.875574E+1,3.175355E+2,5.028127E-3,1.789640E+2
1/1/1904  00:00:00.000100,1.963399E-2,1.207019E-2,-7.404586E-3,8.835608E-3,-1.074053E-2,-6.480997E-3,1.055370E-2,1.022156E+0,2.175729E+1,3.116958E+1,-6.433610E-1,-5.536738E-2,-3.763514E-2,-2.555205E-1,-1.674177E-2,5.706221E-1,1.059546E+0,1.894747E+1,3.177273E+2,4.175464E-3,1.780700E+2
1/1/1904  00:00:00.000200,-1.204047E-2,2.793222E-3,2.524176E-3,1.345769E-2,-3.441534E-3,-1.430041E-2,4.166734E-3,1.024647E+0,2.316321E+1,3.212763E+1,-6.457148E-1,-1.210309E-1,-8.154648E-2,-2.927987E-1,-1.516251E-1,5.840249E-1,1.061653E+0,1.984220E+1,3.186861E+2,8.438782E-3,1.813904E+2
1/1/1904  00:00:00.000300,-7.241305E-3,9.861389E-3,3.387547E-3,5.137940E-3,-3.870887E-3,-1.907895E-2,1.310848E-2,1.021964E+0,2.246025E+1,3.263859E+1,-5.666285E-1,8.483313E-2,-7.724145E-2,-2.685246E-1,-1.375575E-1,5.923218E-1,1.059801E+0,2.009784E+1,3.187500E+2,-1.793181E-3,1.801772E+2
1/1/1904  00:00:00.000400,1.174071E-4,1.295371E-2,-1.792677E-3,1.345769E-2,-6.876355E-3,-1.343159E-2,1.087305E-2,1.021900E+0,2.156558E+1,3.110571E+1,-5.652163E-1,9.459393E-2,-6.906188E-2,-1.848653E-1,-4.156694E-2,5.865778E-1,1.058396E+0,1.862792E+1,3.166406E+2,-1.793181E-3,1.789640E+2
1/1/1904  00:00:00.000500,2.037071E-3,6.327305E-3,-5.246160E-3,3.289107E-3,-1.294771E-3,-1.951336E-2,9.595653E-3,1.023497E+0,2.207682E+1,3.231924E+1,-7.116200E-1,1.575954E-1,-4.796722E-2,-1.033733E-1,4.159737E-2,5.837058E-1,1.060440E+0,1.933093E+1,3.177273E+2,-6.909163E-3,1.796664E+2
1/1/1904  00:00:00.000600,4.373511E-4,1.909701E-3,-5.246160E-3,1.022223E-2,1.281344E-3,-1.821012E-2,7.040868E-3,1.023944E+0,2.220463E+1,3.148893E+1,-6.697231E-1,-8.997383E-2,-4.796722E-2,-5.655880E-2,5.442371E-2,5.789191E-1,1.059737E+0,1.984220E+1,3.182386E+2,-7.761826E-3,1.794110E+2
1/1/1904  00:00:00.000700,1.131545E-2,-3.391424E-3,8.567770E-3,8.835608E-3,9.009690E-3,-1.647247E-2,1.087305E-2,1.022411E+0,2.175729E+1,3.174441E+1,-6.678401E-1,-9.219219E-2,-4.486379E-3,-1.798015E-2,1.123491E-1,5.766853E-1,1.059035E+0,1.926702E+1,3.179190E+2,-3.924840E-3,1.785170E+2
1/1/1904  00:00:00.000800,3.956735E-3,5.002024E-3,7.974347E-4,9.297816E-3,1.630868E-2,-2.472630E-2,9.595653E-3,1.024839E+0,2.214072E+1,3.244698E+1,-6.932607E-1,-1.001783E-1,2.694037E-2,2.233238E-2,1.119354E-1,5.728559E-1,1.059737E+0,2.016175E+1,3.183665E+2,4.601796E-3,1.796025E+2
1/1/1904  00:00:00.000900,1.451489E-2,2.351461E-3,1.676979E-2,1.068444E-2,1.845545E-2,-1.473483E-2,6.402171E-3,1.024647E+0,2.105434E+1,3.123345E+1,-5.840463E-1,7.684703E-2,2.780138E-2,7.738283E-2,1.247617E-1,5.623252E-1,1.061015E+0,1.920311E+1,3.175355E+2,-1.793181E-3,1.774954E+2
1/1/1904  00:00:00.001000,-6.921361E-3,-6.041987E-3,2.324507E-2,1.299548E-2,2.103156E-2,-4.743349E-3,7.998912E-3,1.023242E+0,2.162948E+1,3.148893E+1,-6.490100E-1,5.910013E-2,-6.208393E-3,9.298769E-2,8.214515E-2,5.597723E-1,1.060248E+0,1.933093E+1,3.178551E+2,-7.761826E-3,1.788363E+2
